Time	TS	TMT	TMR	SeqExp	SeqRcv
16:13:58.900	5864	1405692838850	1405692838900	7	7
16:13:59.151	6112	1405692839100	1405692839151	8	8
16:13:59.402	6364	1405692839350	1405692839402	1	9
16:13:59.650	6616	1405692839601	1405692839650	0	0
16:13:59.899	6864	1405692839851	1405692839899	1	1
16:14:00.151	7112	1405692840101	1405692840151	2	2
16:14:00.402	7364	1405692840352	1405692840402	3	3
16:14:00.648	7612	1405692840602	1405692840648	4	4
16:14:00.899	7864	1405692840852	1405692840899	5	5
16:14:01.150	8112	1405692841103	1405692841150	6	6
16:14:01.402	8368	1405692841353	1405692841402	7	7
16:14:01.653	8612	1405692841603	1405692841653	8	8
16:14:01.901	8868	1405692841854	1405692841901	1	9
16:14:02.153	9112	1405692842104	1405692842153	0	0
16:14:02.414	9368	1405692842354	1405692842414	1	1
16:14:02.653	9612	1405692842605	1405692842653	2	2
16:14:02.903	9864	1405692842855	1405692842903	3	3
16:14:03.157	10112	1405692843105	1405692843157	4	4
16:14:03.404	10364	1405692843356	1405692843404	5	5
16:14:03.680	10632	1405692843606	1405692843680	6	6
16:14:03.908	10864	1405692843857	1405692843908	7	7
16:14:04.158	11112	1405692844107	1405692844158	8	8
16:14:04.407	11364	1405692844357	1405692844407	1	9
16:14:04.658	11616	1405692844608	1405692844658	0	0
16:14:04.904	11864	1405692844858	1405692844904	1	1
16:14:05.159	12112	1405692845108	1405692845159	2	2
16:14:05.410	12368	1405692845359	1405692845410	3	3
16:14:05.658	12612	1405692845609	1405692845658	4	4
16:14:05.905	12864	1405692845859	1405692845905	5	5
16:14:06.158	13112	1405692846110	1405692846158	6	6
16:14:06.408	13364	1405692846360	1405692846408	7	7
16:14:06.658	13612	1405692846610	1405692846658	8	8
16:14:06.911	13864	1405692846861	1405692846911	1	9
16:14:07.161	14112	1405692847111	1405692847161	0	0
16:14:07.410	14364	1405692847361	1405692847410	1	1
16:14:07.662	14612	1405692847612	1405692847662	2	2
16:14:07.910	14864	1405692847862	1405692847910	3	3
16:14:08.163	15116	1405692848112	1405692848163	4	4
16:14:08.412	15364	1405692848363	1405692848412	5	5
16:14:08.660	15612	1405692848613	1405692848660	6	6
16:14:08.910	15864	1405692848864	1405692848910	7	7
16:14:09.164	16112	1405692849114	1405692849164	8	8
16:14:09.415	16368	1405692849364	1405692849415	1	9
16:14:09.662	228	1405692849615	1405692849662	0	0
16:14:09.914	480	1405692849865	1405692849914	1	1
16:14:10.162	728	1405692850115	1405692850162	2	2
16:14:10.418	984	1405692850366	1405692850418	3	3
16:14:10.665	1232	1405692850616	1405692850665	4	4
16:14:10.913	1480	1405692850866	1405692850913	5	5
16:14:11.166	1728	1405692851117	1405692851166	6	6
16:14:11.415	1980	1405692851367	1405692851415	7	7
16:14:11.666	2228	1405692851617	1405692851666	8	8
16:14:11.919	2480	1405692851868	1405692851919	1	9
16:14:12.168	2732	1405692852118	1405692852168	0	0
16:14:12.417	2980	1405692852368	1405692852417	1	1
16:14:12.675	3236	1405692852619	1405692852675	2	2
16:14:12.918	3480	1405692852869	1405692852918	3	3
16:14:13.167	3736	1405692853120	1405692853167	4	4
16:14:13.419	3980	1405692853370	1405692853419	5	5
16:14:13.671	4232	1405692853621	1405692853671	6	6
16:14:13.936	4492	1405692853871	1405692853936	7	7
16:14:14.171	4732	1405692854121	1405692854171	8	8
16:14:14.420	4980	1405692854372	1405692854420	1	9
16:14:14.669	5232	1405692854622	1405692854669	0	0
16:14:14.919	5480	1405692854872	1405692854919	1	1
16:14:15.188	5732	1405692855123	1405692855188	2	2
16:14:15.422	5980	1405692855373	1405692855422	3	3
16:14:15.675	6232	1405692855623	1405692855675	4	4
16:14:15.921	6480	1405692855874	1405692855921	5	5
16:14:16.172	6732	1405692856124	1405692856172	6	6
16:14:16.415	6984	1405692856375	1405692856415	7	7
16:14:16.680	7232	1405692856625	1405692856680	8	8
16:14:16.925	7484	1405692856875	1405692856925	1	9
16:14:17.174	7732	1405692857126	1405692857174	0	0
16:14:17.425	7984	1405692857376	1405692857425	1	1
16:14:17.677	8232	1405692857626	1405692857677	2	2
16:14:17.929	8484	1405692857877	1405692857929	3	3
16:14:18.179	8732	1405692858127	1405692858179	4	4
16:14:18.426	8984	1405692858377	1405692858426	5	5
16:14:18.676	9232	1405692858628	1405692858676	6	6
16:14:18.927	9488	1405692858878	1405692858927	7	7
16:14:19.180	9732	1405692859128	1405692859180	8	8
16:14:19.428	9984	1405692859379	1405692859428	1	9
16:14:19.681	10232	1405692859629	1405692859681	0	0
16:14:19.928	10484	1405692859879	1405692859928	1	1
16:14:20.181	10732	1405692860130	1405692860181	2	2
16:14:20.429	10984	1405692860380	1405692860429	3	3
16:14:20.679	11232	1405692860630	1405692860679	4	4
16:14:20.930	11484	1405692860881	1405692860930	5	5
16:14:21.187	11736	1405692861131	1405692861187	6	6
16:14:21.432	11984	1405692861382	1405692861432	7	7
16:14:21.681	12232	1405692861632	1405692861681	8	8
16:14:21.930	12484	1405692861882	1405692861930	1	9
16:14:22.183	12732	1405692862133	1405692862183	0	0
16:14:22.432	12984	1405692862383	1405692862432	1	1
16:14:22.684	13232	1405692862633	1405692862684	2	2
16:14:22.933	13484	1405692862884	1405692862933	3	3
16:14:23.180	13732	1405692863134	1405692863180	4	4
16:14:23.434	13984	1405692863384	1405692863434	5	5
16:14:23.685	14232	1405692863635	1405692863685	6	6
16:14:23.936	14484	1405692863885	1405692863936	7	7
16:14:24.190	14736	1405692864135	1405692864190	8	8
16:14:24.434	14984	1405692864386	1405692864434	1	9
16:14:24.686	15232	1405692864636	1405692864686	0	0
16:14:24.932	15484	1405692864886	1405692864932	1	1
16:14:25.187	15736	1405692865137	1405692865187	2	2
16:14:25.468	15988	1405692865387	1405692865468	3	3
16:14:25.687	16232	1405692865637	1405692865687	4	4
16:14:25.938	100	1405692865888	1405692865938	5	5
16:14:26.188	348	1405692866138	1405692866188	6	6
16:14:26.436	600	1405692866389	1405692866436	7	7
16:14:26.687	848	1405692866639	1405692866687	8	8
16:14:26.939	1100	1405692866889	1405692866939	1	9
16:14:27.191	1348	1405692867140	1405692867191	0	0
16:14:27.438	1604	1405692867390	1405692867438	1	1
16:14:27.687	1848	1405692867640	1405692867687	2	2
16:14:27.941	2100	1405692867891	1405692867941	3	3
16:14:28.191	2356	1405692868141	1405692868191	4	4
16:14:28.437	2600	1405692868391	1405692868437	5	5
16:14:28.693	2848	1405692868642	1405692868693	6	6
16:14:28.941	3100	1405692868892	1405692868941	7	7
16:14:29.191	3348	1405692869142	1405692869191	8	8
16:14:29.441	3600	1405692869393	1405692869441	1	9
16:14:29.694	3848	1405692869643	1405692869694	0	0
16:14:29.934	4104	1405692869893	1405692869934	1	1
16:14:30.195	4348	1405692870144	1405692870195	2	2
16:14:30.443	4600	1405692870394	1405692870443	3	3
16:14:30.694	4848	1405692870644	1405692870694	4	4
16:14:30.944	5100	1405692870895	1405692870944	5	5
16:14:31.206	5356	1405692871145	1405692871206	6	6
16:14:31.443	5600	1405692871396	1405692871443	7	7
16:14:31.695	5852	1405692871646	1405692871695	8	8
