Time	TS	TMT	TMR	SeqExp	SeqRcv
13:09:53.226	11956	1405940993195	1405940993226	6	6
13:09:53.492	12220	1405940993460	1405940993492	7	7
13:09:53.757	12484	1405940993726	1405940993757	8	8
13:09:54.022	12752	1405940993991	1405940994022	1	9
13:09:54.287	13016	1405940994256	1405940994287	0	0
13:09:54.537	13280	1405940994521	1405940994537	1	1
13:09:54.818	13548	1405940994787	1405940994818	2	2
13:09:55.083	13812	1405940995052	1405940995083	3	3
13:09:55.330	14068	1405940995299	1405940995330	4	4
13:09:55.595	14324	1405940995564	1405940995595	5	5
13:09:55.861	14588	1405940995829	1405940995861	6	6
13:09:56.126	14856	1405940996095	1405940996126	7	7
13:09:56.391	15120	1405940996360	1405940996391	8	8
13:09:56.656	15384	1405940996625	1405940996656	1	9
13:09:56.921	15652	1405940996890	1405940996921	0	0
13:09:57.187	15916	1405940997156	1405940997187	1	1
13:09:57.452	16180	1405940997421	1405940997452	2	2
13:09:57.717	60	1405940997686	1405940997717	3	3
13:09:57.982	328	1405940997951	1405940997982	4	4
13:09:58.248	592	1405940998216	1405940998248	5	5
13:09:58.513	856	1405940998482	1405940998513	6	6
13:09:58.778	1120	1405940998747	1405940998778	7	7
13:09:59.043	1388	1405940999012	1405940999043	8	8
13:09:59.308	1652	1405940999277	1405940999308	1	9
13:09:59.574	1920	1405940999542	1405940999574	0	0
13:09:59.823	2184	1405940999808	1405940999823	1	1
13:10:00.089	2448	1405941000073	1405941000089	2	2
13:10:00.401	2716	1405941000338	1405941000401	3	3
13:10:00.635	2980	1405941000603	1405941000635	4	4
13:10:00.900	3244	1405941000869	1405941000900	5	5
13:10:01.165	3508	1405941001134	1405941001165	6	6
13:10:01.430	3776	1405941001399	1405941001430	7	7
13:10:01.680	4044	1405941001664	1405941001680	8	8
13:10:01.961	4304	1405941001929	1405941001961	1	9
13:10:02.226	4584	1405941002195	1405941002226	0	0
13:10:02.507	4852	1405941002475	1405941002507	1	1
13:10:02.788	5116	1405941002741	1405941002788	2	2
13:10:03.037	5380	1405941003006	1405941003037	3	3
13:10:03.302	5648	1405941003271	1405941003302	4	4
13:10:03.583	5912	1405941003536	1405941003583	5	5
13:10:03.833	6176	1405941003802	1405941003833	6	6
13:10:04.098	6444	1405941004067	1405941004098	7	7
13:10:04.363	6708	1405941004332	1405941004363	8	8
13:10:04.628	6972	1405941004597	1405941004628	1	9
13:10:04.894	7236	1405941004862	1405941004894	0	0
13:10:05.159	7504	1405941005128	1405941005159	1	1
13:10:05.424	7768	1405941005393	1405941005424	2	2
13:10:05.674	8032	1405941005658	1405941005674	3	3
13:10:05.955	8300	1405941005923	1405941005955	4	4
13:10:06.220	8564	1405941006189	1405941006220	5	5
13:10:06.485	8828	1405941006454	1405941006485	6	6
13:10:06.750	9100	1405941006719	1405941006750	7	7
13:10:07.015	9368	1405941006984	1405941007015	8	8
13:10:07.281	9624	1405941007249	1405941007281	1	9
13:10:07.546	9888	1405941007515	1405941007546	0	0
13:10:07.811	10156	1405941007780	1405941007811	1	1
13:10:08.076	10420	1405941008045	1405941008076	2	2
13:10:08.341	10684	1405941008310	1405941008341	3	3
13:10:08.607	10952	1405941008576	1405941008607	4	4
13:10:08.872	11224	1405941008841	1405941008872	5	5
13:10:09.137	11480	1405941009106	1405941009137	6	6
13:10:09.402	11748	1405941009371	1405941009402	7	7
13:10:09.668	12012	1405941009636	1405941009668	8	8
13:10:09.917	12276	1405941009902	1405941009917	1	9
13:10:10.198	12544	1405941010167	1405941010198	0	0
13:10:10.463	12808	1405941010432	1405941010463	1	1
13:10:10.728	13072	1405941010697	1405941010728	2	2
13:10:10.994	13336	1405941010962	1405941010994	3	3
13:10:11.259	13604	1405941011228	1405941011259	4	4
13:10:11.524	13868	1405941011493	1405941011524	5	5
13:10:11.789	14132	1405941011758	1405941011789	6	6
13:10:12.055	14400	1405941012023	1405941012055	7	7
13:10:12.304	14664	1405941012289	1405941012304	8	8
13:10:12.569	14928	1405941012554	1405941012569	1	9
13:10:12.850	15196	1405941012819	1405941012850	0	0
13:10:13.115	15460	1405941013084	1405941013115	1	1
13:10:13.381	15724	1405941013349	1405941013381	2	2
13:10:13.646	15992	1405941013615	1405941013646	3	3
13:10:13.911	16256	1405941013880	1405941013911	4	4
13:10:14.176	136	1405941014145	1405941014176	5	5
13:10:14.442	400	1405941014410	1405941014442	6	6
13:10:14.707	668	1405941014676	1405941014707	7	7
13:10:14.972	932	1405941014941	1405941014972	8	8
13:10:15.237	1196	1405941015206	1405941015237	1	9
13:10:15.502	1460	1405941015471	1405941015502	0	0
13:10:15.768	1744	1405941015736	1405941015768	1	1
13:10:16.033	1992	1405941016002	1405941016033	2	2
13:10:16.298	2256	1405941016267	1405941016298	3	3
13:10:16.563	2524	1405941016532	1405941016563	4	4
13:10:16.828	2788	1405941016797	1405941016828	5	5
13:10:17.094	3056	1405941017063	1405941017094	6	6
13:10:17.359	3320	1405941017328	1405941017359	7	7
13:10:17.624	3584	1405941017593	1405941017624	8	8
13:10:17.889	3852	1405941017858	1405941017889	1	9
13:10:18.155	4116	1405941018123	1405941018155	0	0
13:10:18.420	4380	1405941018389	1405941018420	1	1
13:10:18.685	4648	1405941018654	1405941018685	2	2
13:10:18.950	4916	1405941018919	1405941018950	3	3
13:10:19.215	5176	1405941019184	1405941019215	4	4
13:10:19.481	5440	1405941019449	1405941019481	5	5
13:10:19.746	5704	1405941019715	1405941019746	6	6
13:10:20.011	5972	1405941019980	1405941020011	7	7
13:10:20.276	6236	1405941020245	1405941020276	8	8
13:10:20.542	6500	1405941020510	1405941020542	1	9
13:10:20.807	6764	1405941020776	1405941020807	0	0
13:10:21.072	7032	1405941021041	1405941021072	1	1
13:10:21.337	7300	1405941021306	1405941021337	2	2
13:10:21.602	7564	1405941021571	1405941021602	3	3
13:10:21.868	7828	1405941021836	1405941021868	4	4
13:10:22.133	8092	1405941022102	1405941022133	5	5
13:10:22.398	8356	1405941022367	1405941022398	6	6
13:10:22.663	8624	1405941022632	1405941022663	7	7
13:10:22.929	8888	1405941022897	1405941022929	8	8
13:10:23.194	9156	1405941023163	1405941023194	1	9
13:10:23.459	9428	1405941023428	1405941023459	0	0
13:10:23.724	9684	1405941023693	1405941023724	1	1
13:10:23.989	9948	1405941023958	1405941023989	2	2
13:10:24.255	10216	1405941024223	1405941024255	3	3
13:10:24.520	10480	1405941024489	1405941024520	4	4
13:10:24.785	10744	1405941024754	1405941024785	5	5
13:10:25.050	11008	1405941025019	1405941025050	6	6
13:10:25.315	11276	1405941025284	1405941025315	7	7
13:10:25.581	11544	1405941025550	1405941025581	8	8
13:10:25.846	11804	1405941025815	1405941025846	1	9
13:10:26.111	12072	1405941026080	1405941026111	0	0
13:10:26.376	12336	1405941026345	1405941026376	1	1
13:10:26.642	12600	1405941026610	1405941026642	2	2
13:10:26.907	12864	1405941026876	1405941026907	3	3
13:10:27.172	13132	1405941027141	1405941027172	4	4
13:10:27.437	13396	1405941027406	1405941027437	5	5
13:10:27.702	13660	1405941027671	1405941027702	6	6
13:10:27.968	13928	1405941027936	1405941027968	7	7
13:10:28.233	14192	1405941028202	1405941028233	8	8
13:10:28.498	14456	1405941028467	1405941028498	1	9
13:10:28.763	14724	1405941028732	1405941028763	0	0
13:10:29.029	14988	1405941028997	1405941029029	1	1
13:10:29.294	15252	1405941029263	1405941029294	2	2
13:10:29.559	15516	1405941029528	1405941029559	3	3
13:10:29.824	15784	1405941029793	1405941029824	4	4
13:10:30.089	16048	1405941030058	1405941030089	5	5
13:10:30.355	16312	1405941030323	1405941030355	6	6
13:10:30.620	196	1405941030589	1405941030620	7	7
13:10:30.885	464	1405941030854	1405941030885	8	8
13:10:31.135	724	1405941031119	1405941031135	1	9
13:10:31.416	992	1405941031385	1405941031416	0	0
13:10:31.666	1256	1405941031650	1405941031666	1	1
13:10:31.947	1520	1405941031916	1405941031947	2	2
13:10:32.213	1784	1405941032181	1405941032213	3	3
13:10:32.478	2052	1405941032447	1405941032478	4	4
13:10:32.744	2316	1405941032713	1405941032744	5	5
13:10:32.994	2580	1405941032978	1405941032994	6	6
13:10:33.275	2848	1405941033244	1405941033275	7	7
13:10:33.541	3112	1405941033509	1405941033541	8	8
13:10:33.806	3376	1405941033775	1405941033806	1	9
13:10:34.072	3648	1405941034041	1405941034072	0	0
13:10:34.353	3908	1405941034306	1405941034353	1	1
13:10:34.603	4172	1405941034572	1405941034603	2	2
13:10:34.853	4444	1405941034837	1405941034853	3	3
13:10:35.134	4704	1405941035103	1405941035134	4	4
13:10:35.400	4972	1405941035368	1405941035400	5	5
13:10:35.665	5236	1405941035634	1405941035665	6	6
13:10:35.931	5500	1405941035900	1405941035931	7	7
13:10:36.197	5764	1405941036165	1405941036197	8	8
13:10:36.462	6028	1405941036431	1405941036462	1	9
13:10:36.728	6296	1405941036696	1405941036728	0	0
13:10:36.993	6560	1405941036962	1405941036993	1	1
13:10:37.259	6824	1405941037228	1405941037259	2	2
13:10:37.524	7092	1405941037493	1405941037524	3	3
13:10:37.790	7360	1405941037759	1405941037790	4	4
13:10:38.056	7620	1405941038024	1405941038056	5	5
13:10:38.321	7888	1405941038290	1405941038321	6	6
13:10:38.588	8152	1405941038541	1405941038588	7	7
13:10:38.838	8404	1405941038806	1405941038838	8	8
13:10:39.088	8664	1405941039072	1405941039088	1	9
13:10:39.369	8932	1405941039338	1405941039369	0	0
13:10:39.620	9184	1405941039589	1405941039620	1	1
13:10:39.885	9448	1405941039854	1405941039885	2	2
13:10:40.135	9712	1405941040120	1405941040135	3	3
13:10:40.417	9980	1405941040385	1405941040417	4	4
13:10:40.668	10228	1405941040636	1405941040668	5	5
13:10:40.933	10500	1405941040902	1405941040933	6	6
13:10:41.183	10760	1405941041168	1405941041183	7	7
13:10:41.464	11024	1405941041433	1405941041464	8	8
13:10:41.730	11292	1405941041699	1405941041730	1	9
13:10:41.996	11556	1405941041964	1405941041996	0	0
13:10:42.277	11820	1405941042230	1405941042277	1	1
13:10:42.527	12084	1405941042495	1405941042527	2	2
13:10:42.792	12352	1405941042761	1405941042792	3	3
13:10:43.058	12616	1405941043027	1405941043058	4	4
13:10:43.323	12884	1405941043292	1405941043323	5	5
13:10:43.589	13144	1405941043558	1405941043589	6	6
13:10:43.855	13412	1405941043823	1405941043855	7	7
13:10:44.120	13676	1405941044089	1405941044120	8	8
13:10:44.386	13940	1405941044355	1405941044386	1	9
13:10:44.651	14208	1405941044620	1405941044651	0	0
13:10:44.917	14472	1405941044886	1405941044917	1	1
13:10:45.183	14736	1405941045151	1405941045183	2	2
13:10:45.448	15004	1405941045417	1405941045448	3	3
13:10:45.714	15268	1405941045682	1405941045714	4	4
13:10:45.979	15532	1405941045948	1405941045979	5	5
13:10:46.245	15800	1405941046214	1405941046245	6	6
13:10:46.510	16080	1405941046479	1405941046510	7	7
13:10:46.776	16328	1405941046745	1405941046776	8	8
13:10:47.042	212	1405941047010	1405941047042	1	9
13:10:47.307	476	1405941047276	1405941047307	0	0
13:10:47.573	740	1405941047542	1405941047573	1	1
13:10:47.838	1004	1405941047807	1405941047838	2	2
13:10:48.104	1272	1405941048073	1405941048104	3	3
13:10:48.370	1536	1405941048338	1405941048370	4	4
13:10:48.635	1800	1405941048604	1405941048635	5	5
13:10:48.901	2068	1405941048870	1405941048901	6	6
13:10:49.166	2332	1405941049135	1405941049166	7	7
13:10:49.432	2596	1405941049401	1405941049432	8	8
13:10:49.698	2868	1405941049666	1405941049698	1	9
13:10:49.963	3128	1405941049932	1405941049963	0	0
13:10:50.229	3392	1405941050197	1405941050229	1	1
13:10:50.494	3656	1405941050463	1405941050494	2	2
13:10:50.760	3924	1405941050729	1405941050760	3	3
13:10:51.041	4200	1405941050994	1405941051041	4	4
13:10:51.291	4456	1405941051260	1405941051291	5	5
13:10:51.557	4716	1405941051525	1405941051557	6	6
13:10:51.822	4984	1405941051791	1405941051822	7	7
13:10:52.088	5248	1405941052057	1405941052088	8	8
13:10:52.353	5512	1405941052322	1405941052353	1	9
13:10:52.619	5784	1405941052588	1405941052619	0	0
13:10:52.885	6044	1405941052853	1405941052885	1	1
13:10:53.150	6308	1405941053119	1405941053150	2	2
13:10:53.416	6576	1405941053384	1405941053416	3	3
13:10:53.681	6840	1405941053650	1405941053681	4	4
13:10:53.947	7104	1405941053916	1405941053947	5	5
13:10:54.212	7376	1405941054181	1405941054212	6	6
13:10:54.478	7640	1405941054447	1405941054478	7	7
13:10:54.744	7900	1405941054712	1405941054744	8	8
13:10:55.009	8168	1405941054978	1405941055009	1	9
13:10:55.275	8432	1405941055244	1405941055275	0	0
13:10:55.540	8696	1405941055509	1405941055540	1	1
13:10:55.806	8960	1405941055775	1405941055806	2	2
13:10:56.072	9232	1405941056040	1405941056072	3	3
13:10:56.337	9492	1405941056306	1405941056337	4	4
13:10:56.603	9756	1405941056572	1405941056603	5	5
13:10:56.868	10024	1405941056837	1405941056868	6	6
13:10:57.134	10288	1405941057103	1405941057134	7	7
13:10:57.400	10552	1405941057368	1405941057400	8	8
13:10:57.665	10816	1405941057634	1405941057665	1	9
13:10:57.931	11084	1405941057899	1405941057931	0	0
13:10:58.196	11348	1405941058165	1405941058196	1	1
13:10:58.462	11612	1405941058431	1405941058462	2	2
13:10:58.727	11880	1405941058696	1405941058727	3	3
13:10:58.993	12144	1405941058962	1405941058993	4	4
13:10:59.259	12416	1405941059227	1405941059259	5	5
13:10:59.524	12684	1405941059493	1405941059524	6	6
13:10:59.790	12944	1405941059759	1405941059790	7	7
13:11:00.055	13204	1405941060024	1405941060055	8	8
13:11:00.321	13472	1405941060290	1405941060321	1	9
13:11:00.587	13736	1405941060555	1405941060587	0	0
13:11:00.852	14000	1405941060821	1405941060852	1	1
13:11:01.118	14264	1405941061086	1405941061118	2	2
13:11:01.383	14532	1405941061352	1405941061383	3	3
13:11:01.649	14796	1405941061618	1405941061649	4	4
13:11:01.914	15060	1405941061883	1405941061914	5	5
13:11:02.180	15328	1405941062149	1405941062180	6	6
13:11:02.446	15592	1405941062414	1405941062446	7	7
13:11:02.711	15856	1405941062680	1405941062711	8	8
13:11:02.977	16124	1405941062946	1405941062977	1	9
13:11:03.242	4	1405941063211	1405941063242	0	0
13:11:03.508	268	1405941063477	1405941063508	1	1
13:11:03.758	532	1405941063742	1405941063758	2	2
13:11:04.039	800	1405941064008	1405941064039	3	3
13:11:04.305	1064	1405941064273	1405941064305	4	4
13:11:04.570	1328	1405941064539	1405941064570	5	5
13:11:04.836	1600	1405941064805	1405941064836	6	6
13:11:05.086	1860	1405941065070	1405941065086	7	7
13:11:05.367	2128	1405941065336	1405941065367	8	8
13:11:05.633	2388	1405941065601	1405941065633	1	9
13:11:05.898	2656	1405941065867	1405941065898	0	0
13:11:06.164	2932	1405941066133	1405941066164	1	1
13:11:06.429	3188	1405941066398	1405941066429	2	2
13:11:06.679	3452	1405941066664	1405941066679	3	3
13:11:06.945	3716	1405941066929	1405941066945	4	4
13:11:07.226	3984	1405941067195	1405941067226	5	5
13:11:07.492	4248	1405941067461	1405941067492	6	6
13:11:07.757	4524	1405941067726	1405941067757	7	7
13:11:08.023	4776	1405941067992	1405941068023	8	8
13:11:08.289	5044	1405941068257	1405941068289	1	9
13:11:08.554	5308	1405941068523	1405941068554	0	0
13:11:08.820	5576	1405941068788	1405941068820	1	1
13:11:09.085	5836	1405941069054	1405941069085	2	2
13:11:09.351	6104	1405941069320	1405941069351	3	3
13:11:09.616	6376	1405941069585	1405941069616	4	4
13:11:09.882	6636	1405941069851	1405941069882	5	5
13:11:10.148	6900	1405941070116	1405941070148	6	6
13:11:10.413	7164	1405941070382	1405941070413	7	7
13:11:10.679	7428	1405941070648	1405941070679	8	8
13:11:10.944	7696	1405941070913	1405941070944	1	9
13:11:11.210	7964	1405941071179	1405941071210	0	0
13:11:11.491	8224	1405941071444	1405941071491	1	1
13:11:11.741	8492	1405941071710	1405941071741	2	2
13:11:11.991	8756	1405941071975	1405941071991	3	3
13:11:12.272	9020	1405941072241	1405941072272	4	4
13:11:12.538	9284	1405941072507	1405941072538	5	5
13:11:12.803	9556	1405941072772	1405941072803	6	6
13:11:13.069	9816	1405941073038	1405941073069	7	7
13:11:13.335	10080	1405941073303	1405941073335	8	8
13:11:13.600	10348	1405941073569	1405941073600	1	9
13:11:13.866	10612	1405941073835	1405941073866	0	0
13:11:14.131	10876	1405941074100	1405941074131	1	1
13:11:14.397	11144	1405941074366	1405941074397	2	2
13:11:14.663	11408	1405941074631	1405941074663	3	3
13:11:14.913	11672	1405941074897	1405941074913	4	4
13:11:15.194	11944	1405941075163	1405941075194	5	5
13:11:15.459	12208	1405941075428	1405941075459	6	6
13:11:15.725	12468	1405941075694	1405941075725	7	7
13:11:15.991	12732	1405941075959	1405941075991	8	8
13:11:16.256	13000	1405941076225	1405941076256	1	9
13:11:16.522	13264	1405941076490	1405941076522	0	0
13:11:16.787	13528	1405941076756	1405941076787	1	1
13:11:17.053	13792	1405941077022	1405941077053	2	2
13:11:17.318	14060	1405941077287	1405941077318	3	3
13:11:17.584	14328	1405941077553	1405941077584	4	4
13:11:17.850	14588	1405941077818	1405941077850	5	5
13:11:18.100	14856	1405941078084	1405941078100	6	6
13:11:18.365	15120	1405941078350	1405941078365	7	7
13:11:18.631	15384	1405941078615	1405941078631	8	8
13:11:18.912	15652	1405941078881	1405941078912	1	9
13:11:19.178	15916	1405941079146	1405941079178	0	0
13:11:19.443	16180	1405941079412	1405941079443	1	1
13:11:19.709	68	1405941079677	1405941079709	2	2
13:11:19.974	328	1405941079943	1405941079974	3	3
13:11:20.240	592	1405941080209	1405941080240	4	4
13:11:20.505	860	1405941080474	1405941080505	5	5
13:11:20.771	1124	1405941080740	1405941080771	6	6
13:11:21.037	1388	1405941081005	1405941081037	7	7
13:11:21.302	1652	1405941081271	1405941081302	8	8
13:11:21.568	1920	1405941081537	1405941081568	1	9
13:11:21.833	2184	1405941081802	1405941081833	0	0
13:11:22.099	2456	1405941082068	1405941082099	1	1
13:11:22.365	2716	1405941082333	1405941082365	2	2
13:11:22.630	2980	1405941082599	1405941082630	3	3
13:11:22.896	3248	1405941082865	1405941082896	4	4
13:11:23.161	3508	1405941083130	1405941083161	5	5
13:11:23.427	3776	1405941083396	1405941083427	6	6
13:11:23.693	4040	1405941083661	1405941083693	7	7
13:11:23.958	4304	1405941083927	1405941083958	8	8
13:11:24.224	4572	1405941084192	1405941084224	1	9
13:11:24.489	4836	1405941084458	1405941084489	0	0
13:11:24.755	5100	1405941084724	1405941084755	1	1
13:11:25.020	5364	1405941084989	1405941085020	2	2
13:11:25.286	5632	1405941085255	1405941085286	3	3
13:11:25.552	5896	1405941085520	1405941085552	4	4
13:11:25.817	6164	1405941085786	1405941085817	5	5
13:11:26.067	6428	1405941086052	1405941086067	6	6
13:11:26.333	6696	1405941086317	1405941086333	7	7
13:11:26.614	6956	1405941086583	1405941086614	8	8
13:11:26.880	7224	1405941086848	1405941086880	1	9
13:11:27.145	7488	1405941087114	1405941087145	0	0
13:11:27.395	7752	1405941087379	1405941087395	1	1
13:11:27.661	8020	1405941087645	1405941087661	2	2
13:11:27.942	8284	1405941087911	1405941087942	3	3
13:11:28.192	8548	1405941088176	1405941088192	4	4
13:11:28.473	8812	1405941088442	1405941088473	5	5
13:11:28.739	9080	1405941088707	1405941088739	6	6
13:11:29.004	9344	1405941088973	1405941089004	7	7
13:11:29.270	9608	1405941089239	1405941089270	8	8
13:11:29.535	9876	1405941089504	1405941089535	1	9
13:11:29.801	10140	1405941089770	1405941089801	0	0
13:11:30.067	10404	1405941090035	1405941090067	1	1
13:11:30.332	10676	1405941090301	1405941090332	2	2
13:11:30.598	10936	1405941090567	1405941090598	3	3
13:11:30.863	11200	1405941090832	1405941090863	4	4
13:11:31.129	11464	1405941091098	1405941091129	5	5
13:11:31.395	11732	1405941091363	1405941091395	6	6
13:11:31.660	11996	1405941091629	1405941091660	7	7
13:11:31.926	12260	1405941091894	1405941091926	8	8
13:11:32.191	12528	1405941092160	1405941092191	1	9
13:11:32.457	12792	1405941092426	1405941092457	0	0
13:11:32.722	13056	1405941092691	1405941092722	1	1
13:11:32.972	13324	1405941092957	1405941092972	2	2
13:11:33.269	13588	1405941093222	1405941093269	3	3
13:11:33.519	13852	1405941093488	1405941093519	4	4
13:11:33.785	14120	1405941093754	1405941093785	5	5
13:11:34.050	14396	1405941094019	1405941094050	6	6
13:11:34.316	14652	1405941094285	1405941094316	7	7
13:11:34.582	14916	1405941094550	1405941094582	8	8
13:11:34.847	15180	1405941094816	1405941094847	1	9
13:11:35.113	15444	1405941095081	1405941095113	0	0
13:11:35.378	15708	1405941095347	1405941095378	1	1
13:11:35.644	15976	1405941095613	1405941095644	2	2
13:11:35.909	16240	1405941095878	1405941095909	3	3
13:11:36.175	120	1405941096144	1405941096175	4	4
13:11:36.441	384	1405941096409	1405941096441	5	5
13:11:36.706	652	1405941096675	1405941096706	6	6
13:11:36.972	916	1405941096941	1405941096972	7	7
13:11:37.237	1184	1405941097206	1405941097237	8	8
13:11:37.503	1448	1405941097472	1405941097503	1	9
13:11:37.769	1712	1405941097737	1405941097769	0	0
13:11:38.034	1976	1405941098003	1405941098034	1	1
13:11:38.300	2244	1405941098268	1405941098300	2	2
13:11:38.565	2512	1405941098534	1405941098565	3	3
13:11:38.831	2772	1405941098800	1405941098831	4	4
13:11:39.096	3040	1405941099065	1405941099096	5	5
13:11:39.362	3308	1405941099331	1405941099362	6	6
13:11:39.628	3580	1405941099596	1405941099628	7	7
13:11:39.893	3836	1405941099862	1405941099893	8	8
13:11:40.159	4100	1405941100128	1405941100159	1	9
13:11:40.424	4364	1405941100393	1405941100424	0	0
13:11:40.690	4628	1405941100659	1405941100690	1	1
13:11:40.956	4896	1405941100924	1405941100956	2	2
13:11:41.221	5160	1405941101190	1405941101221	3	3
13:11:41.487	5432	1405941101456	1405941101487	4	4
13:11:41.752	5688	1405941101721	1405941101752	5	5
13:11:42.018	5956	1405941101987	1405941102018	6	6
13:11:42.284	6224	1405941102252	1405941102284	7	7
13:11:42.549	6488	1405941102518	1405941102549	8	8
13:11:42.815	6752	1405941102783	1405941102815	1	9
13:11:43.080	7016	1405941103049	1405941103080	0	0
13:11:43.346	7284	1405941103315	1405941103346	1	1
13:11:43.611	7548	1405941103580	1405941103611	2	2
13:11:43.877	7812	1405941103846	1405941103877	3	3
13:11:44.143	8076	1405941104111	1405941104143	4	4
13:11:44.408	8344	1405941104377	1405941104408	5	5
13:11:44.674	8608	1405941104643	1405941104674	6	6
13:11:44.939	8876	1405941104908	1405941104939	7	7
13:11:45.205	9140	1405941105174	1405941105205	8	8
13:11:45.471	9404	1405941105439	1405941105471	1	9
13:11:45.736	9668	1405941105705	1405941105736	0	0
13:11:46.002	9932	1405941105970	1405941106002	1	1
13:11:46.267	10200	1405941106236	1405941106267	2	2
13:11:46.533	10464	1405941106502	1405941106533	3	3
13:11:46.798	10728	1405941106767	1405941106798	4	4
13:11:47.064	10996	1405941107033	1405941107064	5	5
13:11:47.314	11260	1405941107298	1405941107314	6	6
13:11:47.595	11528	1405941107564	1405941107595	7	7
13:11:47.861	11788	1405941107830	1405941107861	8	8
13:11:48.126	12056	1405941108095	1405941108126	1	9
13:11:48.423	12324	1405941108361	1405941108423	0	0
13:11:48.658	12584	1405941108626	1405941108658	1	1
13:11:48.923	12856	1405941108892	1405941108923	2	2
13:11:49.173	13116	1405941109158	1405941109173	3	3
13:11:49.439	13380	1405941109423	1405941109439	4	4
13:11:49.720	13644	1405941109689	1405941109720	5	5
13:11:49.970	13912	1405941109954	1405941109970	6	6
13:11:50.251	14176	1405941110220	1405941110251	7	7
13:11:50.517	14440	1405941110485	1405941110517	8	8
13:11:50.782	14708	1405941110751	1405941110782	1	9
13:11:51.048	14972	1405941111017	1405941111048	0	0
13:11:51.313	15236	1405941111282	1405941111313	1	1
