Time	TS	TMT	TMR	delay	offs	error	errorSum	zeroOffset	regOffsMs	phase	tsOffset
13:09:34.396	107812	1405940974365	1405940974396	15	1405940866568	4	332	1405940866559	1405940866564	1	98304
13:09:34.661	108080	1405940974630	1405940974661	15	1405940866565	1	332	1405940866559	1405940866564	1	98304
13:09:34.926	108344	1405940974895	1405940974926	15	1405940866566	2	333	1405940866559	1405940866564	1	98304
13:09:35.192	108612	1405940975160	1405940975192	16	1405940866564	0	332	1405940866559	1405940866564	1	98304
13:09:35.457	108876	1405940975426	1405940975457	15	1405940866565	1	332	1405940866559	1405940866564	1	98304
13:09:35.722	109140	1405940975691	1405940975722	15	1405940866566	2	333	1405940866559	1405940866564	1	98304
13:09:35.987	109408	1405940975956	1405940975987	15	1405940866563	-1	331	1405940866559	1405940866564	1	98304
13:09:36.252	109668	1405940976221	1405940976252	15	1405940866568	4	334	1405940866559	1405940866564	1	98304
13:09:36.518	109936	1405940976486	1405940976518	16	1405940866566	2	335	1405940866559	1405940866564	1	98304
13:09:36.767	110200	1405940976752	1405940976767	7	1405940866559	-5	329	1405940866559	1405940866564	1	98304
13:09:37.048	110464	1405940977017	1405940977048	15	1405940866568	4	332	1405940866559	1405940866564	1	98304
13:09:37.298	110732	1405940977282	1405940977298	8	1405940866558	-6	325	1405940866559	1405940866564	2	98304
13:09:37.579	110996	1405940977547	1405940977579	16	1405940866567	3	327	1405940866559	1405940866564	2	98304
13:09:37.844	111260	1405940977813	1405940977844	15	1405940866568	4	330	1405940866559	1405940866564	2	98304
13:09:38.109	111528	1405940978078	1405940978109	15	1405940866565	1	330	1405940866559	1405940866564	2	98304
13:09:38.374	111792	1405940978343	1405940978374	15	1405940866566	2	331	1405940866559	1405940866564	2	98304
13:09:38.639	112056	1405940978608	1405940978639	15	1405940866567	3	333	1405940866559	1405940866564	2	98304
13:09:38.905	112324	1405940978873	1405940978905	16	1405940866565	1	333	1405940866559	1405940866564	2	98304
13:09:39.170	112588	1405940979139	1405940979170	15	1405940866566	2	334	1405940866559	1405940866564	2	98304
13:09:39.435	112852	1405940979404	1405940979435	15	1405940866567	3	336	1405940866559	1405940866564	2	98304
13:09:39.700	113116	1405940979669	1405940979700	15	1405940866568	4	339	1405940866559	1405940866564	2	98304
13:09:39.965	113384	1405940979934	1405940979965	15	1405940866565	1	339	1405940866559	1405940866564	2	98304
13:09:40.231	113648	1405940980200	1405940980231	15	1405940866567	3	341	1405940866559	1405940866564	2	98304
13:09:40.496	113912	1405940980465	1405940980496	15	1405940866568	4	344	1405940866559	1405940866564	2	98304
13:09:40.761	114180	1405940980730	1405940980761	15	1405940866565	1	344	1405940866559	1405940866564	2	98304
13:09:41.026	114444	1405940980995	1405940981026	15	1405940866566	2	345	1405940866559	1405940866564	2	98304
13:09:41.292	114708	1405940981260	1405940981292	16	1405940866568	4	348	1405940866559	1405940866564	3	114688
13:09:41.541	114972	1405940981526	1405940981541	7	1405940866561	-3	344	1405940866559	1405940866564	3	114688
13:09:41.822	115240	1405940981791	1405940981822	15	1405940866566	2	345	1405940866559	1405940866564	3	114688
13:09:42.087	115504	1405940982056	1405940982087	15	1405940866567	3	347	1405940866559	1405940866564	3	114688
13:09:42.352	115768	1405940982321	1405940982352	15	1405940866568	4	350	1405940866559	1405940866564	3	114688
13:09:42.618	116044	1405940982586	1405940982618	16	1405940866558	-6	343	1405940866559	1405940866564	3	114688
13:09:42.883	116300	1405940982852	1405940982883	15	1405940866567	3	345	1405940866559	1405940866564	3	114688
13:09:43.148	116564	1405940983117	1405940983148	15	1405940866568	4	348	1405940866559	1405940866564	3	114688
13:09:43.413	116832	1405940983382	1405940983413	15	1405940866565	1	348	1405940866559	1405940866564	3	114688
13:09:43.679	117096	1405940983647	1405940983679	16	1405940866567	3	350	1405940866559	1405940866564	3	114688
13:09:43.944	117360	1405940983913	1405940983944	15	1405940866568	4	353	1405940866559	1405940866564	3	114688
13:09:44.209	117628	1405940984178	1405940984209	15	1405940866565	1	353	1405940866559	1405940866564	3	114688
13:09:44.474	117892	1405940984443	1405940984474	15	1405940866566	2	354	1405940866559	1405940866564	3	114688
13:09:44.739	118156	1405940984708	1405940984739	15	1405940866567	3	356	1405940866559	1405940866564	3	114688
13:09:45.005	118420	1405940984973	1405940985005	16	1405940866569	5	360	1405940866559	1405940866564	3	114688
13:09:45.270	118688	1405940985239	1405940985270	15	1405940866566	2	361	1405940866559	1405940866564	3	114688
13:09:45.535	118952	1405940985504	1405940985535	15	1405940866567	3	363	1405940866559	1405940866564	1	114688
13:09:45.800	119216	1405940985769	1405940985800	15	1405940866568	4	366	1405940866559	1405940866564	1	114688
13:09:46.066	119484	1405940986034	1405940986066	16	1405940866566	2	367	1405940866559	1405940866564	1	114688
13:09:46.331	119764	1405940986300	1405940986331	15	1405940866551	-13	353	1405940866559	1405940866564	1	114688
13:09:46.596	120012	1405940986565	1405940986596	15	1405940866568	4	356	1405940866559	1405940866564	1	114688
13:09:46.861	120276	1405940986830	1405940986861	15	1405940866569	5	360	1405940866559	1405940866564	1	114688
13:09:47.126	120544	1405940987095	1405940987126	15	1405940866566	2	361	1405940866559	1405940866564	1	114688
13:09:47.392	120808	1405940987360	1405940987392	16	1405940866568	4	364	1405940866559	1405940866564	1	114688
13:09:47.657	121072	1405940987626	1405940987657	15	1405940866569	5	368	1405940866559	1405940866564	1	114688
13:09:47.906	121340	1405940987891	1405940987906	7	1405940866558	-6	361	1405940866559	1405940866564	1	114688
13:09:48.187	121604	1405940988156	1405940988187	15	1405940866567	3	363	1405940866559	1405940866564	1	114688
13:09:48.452	121868	1405940988421	1405940988452	15	1405940866568	4	366	1405940866559	1405940866564	1	114688
13:09:48.718	122132	1405940988687	1405940988718	15	1405940866570	6	371	1405940866559	1405940866564	1	114688
